Part_ID,Part_Type,Airline_Name,Flight_Number,Temperature (°C),Pressure (bar),Vibration (mm/s),Working_Hours,Maintenance_Required,Failure_Type,Last_Maintenance_Date,Remaining_Life (hours),Flight_Type
PART_00048,Actuator,Sky High Airlines,FN_9281,102.66,90.41,0.9,46859,True,Pressure Loss,2024-03-09,1903,Private
PART_00410,Communication Module,FlySwift,FN_7824,51.98,278.29,0.87,19008,False,Seal Failure,2024-08-22,8687,Short-Haul
PART_00400,Oil Pump,AirJet Airways,FN_6827,68.48,52.19,7.99,30870,False,Oil Leakage,2024-02-07,5255,Commercial
PART_00374,Wheel Brake Assembly,Global Wings,FN_5603,62.46,290.57,3.89,36457,False,Pressure Loss,2024-02-24,218,Commercial
PART_00029,Hydraulic Pump,Cloud Nine Aviation,FN_7434,97.1,207.35,5.19,47320,True,Seal Failure,2024-09-02,6366,Commercial
PART_00121,Navigation Module,FlySwift,FN_6429,40.62,243.69,1.84,36702,True,Turbine Overheat,2024-09-07,4313,Long-Haul
PART_00082,Hydraulic Pump,AirJet Airways,FN_7153,66.07,198.83,9.61,2670,False,Seal Failure,2024-01-28,296,Short-Haul
PART_00199,Oil Pump,AirJet Airways,FN_8806,108.66,262.68,8.13,4862,True,Seal Failure,2024-06-18,8409,Private
PART_00288,Wheel Brake Assembly,Sky High Airlines,FN_4457,56.06,125.2,0.51,10511,True,Turbine Overheat,2024-11-16,1785,Private
PART_00394,Control Valve,Cloud Nine Aviation,FN_2530,112.01,230.73,4.5,39019,True,Fuel Leakage,2024-08-18,9919,Cargo
PART_00313,Wheel Brake Assembly,Sky High Airlines,FN_2048,97.11,115.94,1.08,33348,False,Seal Failure,2024-11-09,730,Long-Haul
PART_00247,Turbine Blade,Cloud Nine Aviation,FN_3606,51.84,62.2,2.44,18975,True,Fuel Leakage,2024-09-17,3521,Long-Haul
PART_00238,Actuator,AirJet Airways,FN_7414,56.92,239.27,7.1,44095,False,None,2024-06-20,9086,Cargo
PART_00045,Wheel Brake Assembly,Global Wings,FN_8902,49.2,58.05,8.01,26799,False,Turbine Overheat,2024-05-19,6453,Short-Haul
PART_00372,Fuel Injector,Sky High Airlines,FN_7007,50.16,67.5,8.19,7046,True,None,2024-01-18,9105,Private
PART_00161,Control Valve,Cloud Nine Aviation,FN_6410,95.32,74.32,7.15,41822,True,Seal Failure,2024-11-16,3179,Long-Haul
PART_00288,Actuator,Cloud Nine Aviation,FN_7106,111.32,34.48,9.29,36553,True,Valve Stuck,2024-08-16,9243,Long-Haul
PART_00198,Actuator,Sky High Airlines,FN_6791,49.49,47.22,2.76,11087,True,Pressure Loss,2024-02-20,7819,Short-Haul
PART_00176,Control Valve,FlySwift,FN_6517,104.78,159.96,8.21,14347,False,Oil Leakage,2024-07-17,117,Long-Haul
PART_00321,Wheel Brake Assembly,Global Wings,FN_4704,110.21,185.42,6.59,36063,False,Pressure Loss,2024-04-24,1177,Long-Haul
PART_00350,Communication Module,Cloud Nine Aviation,FN_1051,91.96,152.92,4.53,21376,False,Oil Leakage,2024-06-19,7289,Long-Haul
PART_00372,Actuator,Sky High Airlines,FN_2119,42.31,270.42,8.77,43564,False,Turbine Overheat,2024-09-13,1396,Private
PART_00038,Wheel Brake Assembly,FlySwift,FN_5988,105.56,281.14,0.78,14055,True,Pressure Loss,2024-08-07,8242,Commercial
PART_00293,Actuator,Cloud Nine Aviation,FN_1100,118.38,202.35,7.86,4237,True,None,2024-01-03,5085,Short-Haul
PART_00489,Actuator,Sky High Airlines,FN_9420,104.08,76.68,0.32,3303,True,Valve Stuck,2024-02-28,8240,Cargo
PART_00082,Fuel Injector,Global Wings,FN_2439,73.73,223.95,1.65,3251,False,None,2024-07-16,1662,Cargo
PART_00455,Communication Module,Cloud Nine Aviation,FN_3865,118.62,293.68,2.38,28621,False,None,2024-08-06,4721,Commercial
PART_00482,Hydraulic Pump,Sky High Airlines,FN_6540,105.42,72.18,9.22,24174,True,Seal Failure,2024-04-05,5699,Private
PART_00022,Oil Pump,Global Wings,FN_9858,66.3,224.82,6.48,31779,True,Fuel Leakage,2024-01-16,8847,Long-Haul
PART_00283,Turbine Blade,AirJet Airways,FN_6188,41.58,59.71,3.5,36309,True,Turbine Overheat,2024-05-22,3897,Long-Haul
PART_00200,Wheel Brake Assembly,Cloud Nine Aviation,FN_7255,107.03,183.71,3.69,25414,True,Oil Leakage,2024-08-15,4437,Private
PART_00481,Fuel Line,FlySwift,FN_4157,55.58,106.39,5.48,46964,False,Pressure Loss,2024-09-15,9366,Private
PART_00473,Turbine Blade,Cloud Nine Aviation,FN_4379,116.74,269.11,8.25,27166,False,Turbine Overheat,2024-02-21,2317,Cargo
PART_00126,Communication Module,Cloud Nine Aviation,FN_4888,97.51,162.33,7.87,15623,False,Seal Failure,2024-08-28,3243,Cargo
PART_00448,Turbine Blade,Cloud Nine Aviation,FN_9540,82.98,224.84,5.69,21018,True,Valve Stuck,2024-10-20,2530,Cargo
PART_00383,Navigation Module,FlySwift,FN_7660,60.56,89.51,6.33,8798,False,Turbine Overheat,2024-12-13,7295,Private
PART_00388,Fuel Injector,Global Wings,FN_2038,93.39,19.21,0.41,11952,True,None,2024-12-15,2379,Commercial
PART_00304,Hydraulic Pump,Global Wings,FN_8919,92.66,176.87,4.36,47192,False,Turbine Overheat,2024-01-07,517,Commercial
PART_00016,Oil Pump,FlySwift,FN_7884,115.68,199.56,5.47,19326,True,Fuel Leakage,2024-03-27,3099,Private
PART_00103,Turbine Blade,Sky High Airlines,FN_5940,100.01,43.3,1.77,41952,False,Pressure Loss,2024-01-05,2951,Cargo
PART_00418,Oil Pump,FlySwift,FN_6604,99.43,17.71,6.37,15186,True,Seal Failure,2024-01-23,5292,Private
PART_00333,Navigation Module,Sky High Airlines,FN_2579,66.68,42.77,1.65,30736,False,Fuel Leakage,2024-01-16,4400,Private
PART_00009,Fuel Line,Cloud Nine Aviation,FN_3632,69.94,73.83,7.81,21493,True,Valve Stuck,2024-07-08,2990,Cargo
PART_00357,Communication Module,FlySwift,FN_2118,86.08,97.09,6.98,9737,True,Fuel Leakage,2024-05-13,390,Long-Haul
PART_00122,Fuel Injector,Cloud Nine Aviation,FN_6429,103.51,177.39,8.4,26627,False,Pressure Loss,2024-12-18,3029,Private
PART_00378,Control Valve,Global Wings,FN_2155,54.41,29.16,0.79,2945,False,Oil Leakage,2024-12-03,5684,Cargo
PART_00273,Control Valve,Global Wings,FN_4423,64.78,65.98,1.16,37364,False,Turbine Overheat,2024-12-09,8174,Private
PART_00223,Control Valve,AirJet Airways,FN_8109,100.32,125.85,5.73,23128,False,Seal Failure,2024-01-09,4426,Cargo
PART_00484,Communication Module,Sky High Airlines,FN_4096,113.16,46.47,6.84,13773,False,Turbine Overheat,2024-02-17,7790,Short-Haul
PART_00023,Fuel Line,AirJet Airways,FN_4078,113.72,185.39,0.15,10698,True,Oil Leakage,2024-08-12,2035,Commercial
PART_00461,Wheel Brake Assembly,Cloud Nine Aviation,FN_7001,43.48,90.04,2.86,36112,True,None,2024-07-16,868,Cargo
PART_00304,Fuel Line,Sky High Airlines,FN_8931,111.69,74.66,4.58,42319,False,Pressure Loss,2024-06-03,755,Commercial
PART_00219,Communication Module,AirJet Airways,FN_5153,101.17,125.17,8.01,42628,False,Pressure Loss,2024-10-11,126,Short-Haul
PART_00269,Wheel Brake Assembly,FlySwift,FN_9649,53.74,176.24,1.55,12511,True,Pressure Loss,2024-12-26,5652,Commercial
PART_00137,Navigation Module,Global Wings,FN_5268,88.64,241.59,9.19,46085,True,Pressure Loss,2024-10-18,7337,Commercial
PART_00391,Hydraulic Pump,Cloud Nine Aviation,FN_9270,55.73,190.38,4.84,25966,True,Seal Failure,2024-09-28,3369,Commercial
PART_00399,Turbine Blade,Cloud Nine Aviation,FN_1643,84.09,292.42,3.2,25441,False,Seal Failure,2024-02-25,2607,Long-Haul
PART_00199,Wheel Brake Assembly,AirJet Airways,FN_8906,79.25,197.04,0.88,39603,True,Seal Failure,2024-12-11,5872,Long-Haul
PART_00440,Actuator,FlySwift,FN_8540,110.62,284.05,6.23,32892,True,Oil Leakage,2024-01-03,6013,Commercial
PART_00029,Oil Pump,AirJet Airways,FN_2493,53.26,112.84,9.59,46335,False,Oil Leakage,2024-08-21,1173,Private
PART_00052,Fuel Injector,Global Wings,FN_3556,98.82,283.41,7.54,14556,False,Pressure Loss,2024-11-15,302,Cargo
PART_00047,Control Valve,Global Wings,FN_2128,109.45,77.13,2.1,24086,False,Oil Leakage,2024-05-05,2085,Long-Haul
PART_00298,Fuel Injector,Global Wings,FN_6264,44.96,206.45,7.07,14077,True,Valve Stuck,2024-05-13,1607,Long-Haul
PART_00309,Actuator,FlySwift,FN_6238,107.22,112.76,8.02,1745,False,Valve Stuck,2024-01-17,3351,Short-Haul
PART_00363,Navigation Module,AirJet Airways,FN_8199,95.28,116.12,7.71,46427,True,Seal Failure,2024-07-03,4045,Cargo
PART_00450,Hydraulic Pump,Sky High Airlines,FN_7649,56.29,44.5,3.71,11766,False,Valve Stuck,2024-10-01,7172,Long-Haul
PART_00065,Fuel Injector,Sky High Airlines,FN_1649,100.29,137.72,4.43,45686,True,None,2024-04-04,7369,Commercial
PART_00107,Oil Pump,AirJet Airways,FN_6276,45.6,197.15,3.69,43300,False,Valve Stuck,2024-08-28,7039,Short-Haul
PART_00164,Fuel Line,Cloud Nine Aviation,FN_1318,53.39,275.85,4.05,14784,True,Oil Leakage,2024-01-25,6357,Long-Haul
PART_00100,Communication Module,AirJet Airways,FN_7020,116.35,59.7,2.79,45600,True,Seal Failure,2024-06-03,4049,Long-Haul
PART_00401,Wheel Brake Assembly,Global Wings,FN_8644,54.32,20.87,0.48,32356,True,Fuel Leakage,2024-07-24,404,Long-Haul
PART_00449,Hydraulic Pump,AirJet Airways,FN_5863,91.8,202.41,6.78,29333,False,Seal Failure,2024-11-05,6497,Commercial
PART_00392,Oil Pump,Sky High Airlines,FN_5333,52.99,60.53,4.37,31749,False,Oil Leakage,2024-11-03,6856,Private
PART_00060,Fuel Line,Global Wings,FN_4770,62.99,62.78,1.05,34669,True,Pressure Loss,2024-07-10,2653,Commercial
PART_00407,Control Valve,Sky High Airlines,FN_9097,105.57,256.13,4.62,21325,True,Turbine Overheat,2024-09-03,1580,Long-Haul
PART_00011,Control Valve,FlySwift,FN_5156,108.1,217.49,5.48,23599,True,Seal Failure,2024-03-14,5640,Long-Haul
PART_00212,Turbine Blade,Sky High Airlines,FN_7925,70.08,273.75,1.55,1938,True,Fuel Leakage,2024-09-12,4557,Commercial
PART_00157,Wheel Brake Assembly,FlySwift,FN_4558,54.67,231.23,8.54,30472,False,Valve Stuck,2024-09-07,3107,Short-Haul
PART_00211,Wheel Brake Assembly,Sky High Airlines,FN_1243,95.77,157.68,4.13,4150,False,None,2024-08-10,4306,Commercial
PART_00334,Navigation Module,Global Wings,FN_2404,96.17,146.7,2.83,49704,True,Oil Leakage,2024-11-10,8268,Cargo
PART_00483,Hydraulic Pump,Global Wings,FN_5726,82.44,98.39,6.71,5571,True,Turbine Overheat,2024-05-02,6228,Private
PART_00174,Fuel Injector,FlySwift,FN_6438,84.1,298.38,1.32,48763,False,Pressure Loss,2024-03-15,9894,Commercial
PART_00465,Fuel Injector,FlySwift,FN_9070,47.28,11.38,0.02,37135,True,Turbine Overheat,2024-12-14,5172,Commercial
PART_00341,Navigation Module,Cloud Nine Aviation,FN_7446,97.4,55.82,9.77,7014,True,Fuel Leakage,2024-04-11,5221,Cargo
PART_00340,Wheel Brake Assembly,AirJet Airways,FN_4228,60.73,203.23,2.54,21235,False,Valve Stuck,2024-06-10,6461,Commercial
PART_00499,Fuel Line,Cloud Nine Aviation,FN_6247,102.65,152.49,0.01,30155,True,None,2024-12-06,3435,Short-Haul
PART_00108,Oil Pump,Global Wings,FN_9389,65.61,245.23,3.67,46993,True,Fuel Leakage,2024-04-23,3718,Short-Haul
PART_00323,Navigation Module,AirJet Airways,FN_3174,98.43,75.11,3.94,21241,False,Oil Leakage,2024-08-28,2898,Commercial
PART_00067,Wheel Brake Assembly,Sky High Airlines,FN_2216,44.13,56.99,6.32,46819,True,Turbine Overheat,2024-06-15,2818,Private
PART_00419,Hydraulic Pump,Global Wings,FN_8506,118.79,185.47,3.37,15530,False,Fuel Leakage,2024-10-15,1911,Short-Haul
PART_00107,Fuel Line,Global Wings,FN_3777,61.15,63.6,8.1,28927,True,None,2024-09-04,2748,Cargo
PART_00370,Oil Pump,Cloud Nine Aviation,FN_9384,102.24,132.76,9.6,49228,False,None,2024-11-17,7588,Short-Haul
PART_00063,Fuel Line,AirJet Airways,FN_3216,96.63,234.38,3.88,22575,False,Valve Stuck,2024-11-14,878,Short-Haul
PART_00438,Communication Module,Cloud Nine Aviation,FN_7058,86.03,279.91,3.74,39765,True,Valve Stuck,2024-12-28,7061,Private
PART_00144,Control Valve,Global Wings,FN_7512,81.99,255.82,2.26,10949,True,Oil Leakage,2024-11-26,8383,Commercial
PART_00185,Fuel Line,Global Wings,FN_8599,61.01,48.83,8.05,15568,True,Valve Stuck,2024-08-01,8220,Short-Haul
PART_00213,Actuator,Sky High Airlines,FN_2871,106.94,154.45,6.86,4715,True,Turbine Overheat,2024-06-11,9428,Commercial
PART_00204,Communication Module,AirJet Airways,FN_4945,82.09,130.22,2.97,39166,True,Valve Stuck,2024-11-19,9309,Commercial
PART_00231,Navigation Module,FlySwift,FN_3711,119.85,172.94,4.54,46222,False,Seal Failure,2024-12-24,6892,Short-Haul
PART_00277,Wheel Brake Assembly,Global Wings,FN_8951,118.04,212.01,9.95,23826,False,Oil Leakage,2024-08-13,7066,Short-Haul
PART_00134,Navigation Module,FlySwift,FN_9367,111.74,220.57,7.47,5606,False,Fuel Leakage,2024-12-06,5377,Commercial
PART_00195,Turbine Blade,AirJet Airways,FN_3752,106.81,109.57,3.6,48524,False,None,2024-04-06,4877,Long-Haul
PART_00117,Control Valve,FlySwift,FN_2280,66.57,40.89,6.21,37382,False,Pressure Loss,2024-09-25,9684,Cargo
PART_00465,Actuator,Sky High Airlines,FN_6615,51.22,229.78,3.09,6105,True,Turbine Overheat,2024-09-12,4717,Cargo
PART_00272,Fuel Line,Sky High Airlines,FN_7960,47.28,115.46,1.78,5024,True,Oil Leakage,2024-09-20,9443,Cargo
PART_00381,Fuel Injector,Global Wings,FN_1757,57.9,267.09,1.21,32598,True,Turbine Overheat,2024-05-09,1973,Private
PART_00255,Fuel Line,Global Wings,FN_1087,43.44,32.6,0.25,28587,False,Seal Failure,2024-03-02,6910,Long-Haul
PART_00463,Hydraulic Pump,Global Wings,FN_2208,55.33,24.25,9.34,31732,False,Oil Leakage,2024-08-17,4047,Long-Haul
PART_00194,Wheel Brake Assembly,Sky High Airlines,FN_1678,116.6,251.24,7.22,4522,False,Fuel Leakage,2024-03-19,1101,Commercial
PART_00033,Navigation Module,AirJet Airways,FN_2029,73.34,193.93,3.15,47476,True,Turbine Overheat,2024-12-22,9308,Commercial
PART_00068,Hydraulic Pump,Sky High Airlines,FN_7576,74.68,120.27,4.75,11772,True,Turbine Overheat,2024-07-18,6840,Short-Haul
PART_00460,Control Valve,Cloud Nine Aviation,FN_4189,79.84,41.37,0.48,26519,False,Seal Failure,2024-06-02,6298,Private
PART_00239,Turbine Blade,AirJet Airways,FN_1254,80.81,259.33,4.39,39812,True,Oil Leakage,2024-06-16,3781,Private
PART_00204,Oil Pump,Sky High Airlines,FN_9505,48.21,131.29,5.31,9984,True,Turbine Overheat,2024-02-17,2814,Long-Haul
PART_00312,Control Valve,FlySwift,FN_6742,107.06,27.5,5.77,1988,False,Oil Leakage,2024-10-01,7785,Private
PART_00078,Fuel Line,Cloud Nine Aviation,FN_8736,60.69,137.83,6.26,6054,True,Oil Leakage,2024-03-21,3904,Commercial
PART_00268,Hydraulic Pump,Cloud Nine Aviation,FN_1855,41.26,97.29,5.23,26736,False,Turbine Overheat,2024-12-13,2309,Short-Haul
PART_00404,Wheel Brake Assembly,AirJet Airways,FN_7528,67.08,149.24,3.81,3120,False,Oil Leakage,2024-06-12,8691,Cargo
PART_00375,Hydraulic Pump,AirJet Airways,FN_4539,54.39,60.77,0.75,35861,False,Turbine Overheat,2024-06-24,1790,Private
PART_00480,Control Valve,AirJet Airways,FN_9782,103.2,258.52,5.13,29708,True,None,2024-04-01,6587,Long-Haul
PART_00002,Turbine Blade,Sky High Airlines,FN_9999,117.32,123.7,7.94,18580,False,None,2024-05-27,7458,Cargo
PART_00328,Navigation Module,Global Wings,FN_6947,90.0,126.75,6.56,3161,False,Fuel Leakage,2024-02-23,8600,Short-Haul
PART_00280,Navigation Module,Sky High Airlines,FN_9586,93.7,72.36,1.73,33434,True,Turbine Overheat,2024-03-25,4617,Commercial
PART_00337,Turbine Blade,Global Wings,FN_7287,48.37,20.05,9.05,2964,True,Valve Stuck,2024-03-06,2665,Private
PART_00047,Fuel Injector,Cloud Nine Aviation,FN_7174,94.3,20.2,2.47,39273,True,Fuel Leakage,2024-08-03,711,Long-Haul
PART_00345,Fuel Line,FlySwift,FN_8605,93.66,278.65,6.44,9608,False,Seal Failure,2024-12-05,7077,Cargo
PART_00422,Wheel Brake Assembly,FlySwift,FN_5700,63.15,221.97,0.75,41933,False,Valve Stuck,2024-04-28,2867,Short-Haul
PART_00044,Wheel Brake Assembly,AirJet Airways,FN_5578,116.26,97.06,3.41,22124,False,Turbine Overheat,2024-03-09,841,Private
PART_00054,Oil Pump,Global Wings,FN_5789,44.52,60.96,6.42,9644,False,Oil Leakage,2024-08-12,426,Cargo
PART_00020,Communication Module,FlySwift,FN_4664,80.64,88.82,6.92,49265,True,Pressure Loss,2024-09-23,9881,Cargo
PART_00417,Control Valve,Sky High Airlines,FN_1544,55.31,168.17,7.55,1884,False,Seal Failure,2024-05-27,5682,Commercial
PART_00284,Actuator,Global Wings,FN_1908,42.29,263.64,0.52,13658,True,Pressure Loss,2024-08-24,1618,Short-Haul
PART_00161,Control Valve,Cloud Nine Aviation,FN_6956,65.95,44.68,9.66,17587,False,Pressure Loss,2024-01-02,492,Commercial
PART_00039,Actuator,FlySwift,FN_3249,81.62,214.92,9.31,28009,True,Turbine Overheat,2024-03-07,7220,Long-Haul
PART_00108,Hydraulic Pump,Global Wings,FN_4048,59.46,264.34,2.82,8627,False,Valve Stuck,2024-07-25,7660,Cargo
PART_00071,Control Valve,AirJet Airways,FN_3110,45.99,82.73,7.36,26777,True,None,2024-10-20,9894,Long-Haul
PART_00040,Turbine Blade,Cloud Nine Aviation,FN_9273,93.85,212.1,4.18,32400,True,Seal Failure,2024-05-06,9399,Short-Haul
PART_00494,Hydraulic Pump,Cloud Nine Aviation,FN_2894,57.48,68.37,8.01,8051,False,Turbine Overheat,2024-02-01,1271,Private
PART_00461,Turbine Blade,Cloud Nine Aviation,FN_6757,59.61,71.65,3.35,8041,True,Seal Failure,2024-07-15,147,Cargo
PART_00437,Communication Module,Global Wings,FN_4815,51.37,191.11,9.09,29544,True,Fuel Leakage,2024-09-16,844,Long-Haul
PART_00295,Turbine Blade,AirJet Airways,FN_6575,56.42,23.88,3.71,38703,True,Oil Leakage,2024-06-12,9525,Private
PART_00178,Control Valve,AirJet Airways,FN_7328,105.55,77.11,3.5,33492,True,Fuel Leakage,2024-03-08,9847,Commercial
PART_00015,Control Valve,AirJet Airways,FN_3603,100.35,195.97,8.88,36085,True,Oil Leakage,2024-09-02,2879,Long-Haul
PART_00469,Control Valve,AirJet Airways,FN_2284,115.05,11.01,4.98,48803,False,Valve Stuck,2024-05-14,7240,Private
PART_00339,Oil Pump,AirJet Airways,FN_9195,98.84,144.85,8.11,24130,True,None,2024-11-16,1099,Short-Haul
PART_00469,Turbine Blade,FlySwift,FN_6656,40.01,231.16,0.7,43221,False,Oil Leakage,2024-12-02,8897,Commercial
PART_00073,Communication Module,Cloud Nine Aviation,FN_7519,84.15,241.07,7.8,12592,True,Valve Stuck,2024-01-16,3275,Cargo
PART_00419,Control Valve,FlySwift,FN_9727,72.17,228.08,5.73,25704,True,Valve Stuck,2024-05-09,7736,Short-Haul
PART_00255,Hydraulic Pump,Cloud Nine Aviation,FN_3660,52.7,197.14,6.66,44270,False,Valve Stuck,2024-10-21,7971,Cargo
PART_00266,Fuel Line,Cloud Nine Aviation,FN_7974,99.76,244.73,8.49,8260,True,Valve Stuck,2024-08-24,1774,Commercial
PART_00430,Oil Pump,AirJet Airways,FN_5818,76.33,31.28,9.22,17536,False,Oil Leakage,2024-05-10,3093,Commercial
PART_00427,Navigation Module,FlySwift,FN_3401,53.19,62.79,9.31,4084,True,Oil Leakage,2024-02-19,7395,Private
PART_00064,Turbine Blade,FlySwift,FN_2084,44.25,265.33,0.22,20072,False,Pressure Loss,2024-08-18,8344,Short-Haul
PART_00303,Oil Pump,Cloud Nine Aviation,FN_7084,46.84,244.29,5.61,29148,True,Turbine Overheat,2024-01-17,7674,Private
PART_00067,Wheel Brake Assembly,AirJet Airways,FN_1814,42.48,284.45,6.29,35948,False,Fuel Leakage,2024-05-20,3800,Long-Haul
PART_00281,Fuel Line,Global Wings,FN_8551,50.76,156.89,7.74,36356,False,None,2024-09-14,3989,Long-Haul
PART_00443,Oil Pump,Global Wings,FN_1315,61.32,82.25,7.53,1465,True,Oil Leakage,2024-01-11,8674,Long-Haul
PART_00376,Wheel Brake Assembly,Sky High Airlines,FN_9959,112.51,232.82,3.77,36618,True,Valve Stuck,2024-01-26,2860,Short-Haul
PART_00216,Communication Module,Cloud Nine Aviation,FN_6893,103.11,39.99,9.16,8880,True,Seal Failure,2024-09-25,5828,Long-Haul
PART_00003,Actuator,AirJet Airways,FN_4809,109.7,157.13,4.97,41732,False,None,2024-04-16,3121,Long-Haul
PART_00397,Fuel Injector,Cloud Nine Aviation,FN_6364,93.23,290.22,1.43,31265,False,Pressure Loss,2024-03-15,4971,Long-Haul
PART_00321,Turbine Blade,FlySwift,FN_8073,47.74,238.45,2.51,36955,False,Fuel Leakage,2024-03-24,8823,Private
PART_00048,Fuel Injector,Global Wings,FN_9175,88.44,246.52,9.49,38584,False,Fuel Leakage,2024-01-02,1283,Commercial
PART_00230,Fuel Line,AirJet Airways,FN_7845,47.85,263.14,4.97,39950,False,Oil Leakage,2024-06-08,7917,Private
PART_00163,Oil Pump,Sky High Airlines,FN_1953,64.95,188.92,3.82,38093,True,None,2024-07-21,7584,Cargo
PART_00315,Wheel Brake Assembly,Cloud Nine Aviation,FN_2824,62.19,147.34,4.09,23678,False,None,2024-06-05,2467,Private
PART_00158,Oil Pump,Global Wings,FN_5799,87.08,219.61,2.95,32256,True,Oil Leakage,2024-11-17,1374,Private
PART_00069,Fuel Line,Sky High Airlines,FN_7673,108.72,20.68,4.61,1994,True,Pressure Loss,2024-05-20,5196,Commercial
PART_00079,Wheel Brake Assembly,Sky High Airlines,FN_2920,55.38,178.32,0.12,5771,True,Pressure Loss,2024-06-20,1123,Commercial
PART_00440,Oil Pump,FlySwift,FN_4194,42.85,188.4,7.91,15927,True,Valve Stuck,2024-08-14,2508,Short-Haul
PART_00149,Fuel Injector,Global Wings,FN_4147,66.7,180.29,5.43,2304,True,Pressure Loss,2024-07-11,7379,Commercial
PART_00471,Turbine Blade,FlySwift,FN_4107,100.2,67.69,5.21,4125,False,Pressure Loss,2024-05-05,5646,Commercial
PART_00193,Turbine Blade,FlySwift,FN_3923,84.16,265.81,4.2,34721,True,Oil Leakage,2024-09-12,1160,Commercial
PART_00458,Control Valve,Sky High Airlines,FN_8793,79.46,241.02,9.5,13051,True,Oil Leakage,2024-06-02,3000,Commercial
PART_00055,Fuel Injector,FlySwift,FN_1128,42.64,210.12,1.07,27892,True,Turbine Overheat,2024-08-17,9173,Long-Haul
PART_00306,Fuel Line,Cloud Nine Aviation,FN_9655,53.46,90.4,2.41,26632,False,Turbine Overheat,2024-02-13,9942,Short-Haul
PART_00438,Fuel Line,Global Wings,FN_2478,43.26,123.66,9.03,33228,False,Oil Leakage,2024-12-02,8231,Cargo
PART_00421,Actuator,AirJet Airways,FN_4602,98.55,63.39,9.14,39055,False,Pressure Loss,2024-09-23,790,Cargo
PART_00313,Fuel Injector,AirJet Airways,FN_6260,49.57,202.63,4.67,18713,False,Fuel Leakage,2024-12-22,392,Private
PART_00008,Hydraulic Pump,AirJet Airways,FN_9347,119.98,11.2,3.27,38835,False,None,2024-04-21,8764,Cargo
PART_00052,Turbine Blade,Global Wings,FN_9507,101.54,38.05,4.17,15618,True,Oil Leakage,2024-09-14,6265,Short-Haul
PART_00015,Hydraulic Pump,Global Wings,FN_7600,70.55,197.01,9.9,11213,False,None,2024-12-06,8042,Short-Haul
PART_00006,Navigation Module,Global Wings,FN_7040,45.41,170.53,1.05,2022,True,Pressure Loss,2024-04-10,2934,Short-Haul
PART_00263,Hydraulic Pump,AirJet Airways,FN_3636,61.08,220.16,3.07,36213,True,Pressure Loss,2024-12-02,6620,Cargo
PART_00245,Control Valve,FlySwift,FN_7264,103.64,79.44,6.69,11429,True,Valve Stuck,2024-06-10,5658,Short-Haul
PART_00080,Hydraulic Pump,FlySwift,FN_8593,111.8,187.97,6.29,15793,False,Fuel Leakage,2024-05-17,4189,Long-Haul
PART_00308,Oil Pump,FlySwift,FN_5926,68.79,115.69,0.06,46927,True,Valve Stuck,2024-11-18,3786,Short-Haul
PART_00186,Navigation Module,Global Wings,FN_1536,108.75,129.57,2.4,5449,True,Seal Failure,2024-04-09,8040,Cargo
PART_00099,Oil Pump,Sky High Airlines,FN_2078,66.8,209.07,6.3,45704,False,Valve Stuck,2024-01-20,8146,Cargo
PART_00093,Fuel Injector,Sky High Airlines,FN_2592,76.41,189.52,0.96,47008,True,Fuel Leakage,2024-08-27,6400,Short-Haul
PART_00058,Fuel Line,FlySwift,FN_5686,45.07,122.61,7.82,26575,True,Fuel Leakage,2024-08-13,8923,Cargo
PART_00060,Hydraulic Pump,Sky High Airlines,FN_9554,101.59,86.09,8.46,14688,True,Pressure Loss,2024-03-09,9922,Short-Haul
PART_00403,Communication Module,Sky High Airlines,FN_7392,79.69,203.18,8.96,22338,False,Fuel Leakage,2024-08-21,4691,Cargo
PART_00231,Control Valve,AirJet Airways,FN_8519,71.99,136.02,9.03,30313,False,Pressure Loss,2024-03-05,5386,Short-Haul
PART_00292,Wheel Brake Assembly,AirJet Airways,FN_2915,47.44,118.48,7.81,32171,False,Seal Failure,2024-12-22,1654,Commercial
PART_00414,Control Valve,Sky High Airlines,FN_3930,88.68,21.23,2.78,20334,False,None,2024-08-17,1248,Commercial
PART_00368,Oil Pump,Global Wings,FN_8947,95.11,206.87,1.7,26428,False,Oil Leakage,2024-10-28,2834,Long-Haul
PART_00327,Hydraulic Pump,Global Wings,FN_6217,104.88,71.96,2.76,31070,False,Seal Failure,2024-12-23,8583,Cargo
PART_00082,Control Valve,AirJet Airways,FN_3038,45.11,99.64,6.53,4628,False,Seal Failure,2024-11-28,1891,Commercial
PART_00387,Hydraulic Pump,FlySwift,FN_5371,92.49,131.8,1.98,33232,True,Seal Failure,2024-12-23,1449,Short-Haul
PART_00120,Actuator,Global Wings,FN_8295,54.05,190.83,0.48,36283,True,None,2024-01-26,5922,Long-Haul
PART_00107,Navigation Module,Global Wings,FN_9586,94.14,17.92,6.05,18839,False,Oil Leakage,2024-01-17,3336,Short-Haul
PART_00116,Turbine Blade,Global Wings,FN_1445,94.64,259.98,6.24,32430,False,Oil Leakage,2024-08-07,5700,Commercial
PART_00291,Oil Pump,Cloud Nine Aviation,FN_2713,89.84,81.4,1.57,26677,False,None,2024-07-11,5582,Cargo
PART_00419,Wheel Brake Assembly,Sky High Airlines,FN_4162,72.77,193.84,7.98,28246,True,Pressure Loss,2024-12-04,3005,Short-Haul
